"","Player","GamesPlayed","Goals","Assists","Points","PointShare","Shots","ShootPerc","FirstYear","LastYear"
"2015","Mark Pysyk",408,10,64,74,14.6,411,1.91428571428571,2013,2019
"2016","Mark Recchi*",1024,294,535,831,86.6,2300,12.8307692307692,1999,2011
"2017","Mark Rycroft",333,44,57,101,8.1,479,8.66,2002,2007
"2018","Mark Scheifele",520,168,241,409,48.7,1069,15.3875,2012,2019
"2019","Mark Smith",456,27,59,86,4.1,449,5.775,2001,2008
"2020","Mark Stone",460,153,217,371,44.9,1014,15.3,2013,2019
"2021","Mark Streit",864,106,368,473,74.1,1539,6.775,2006,2018
"2022","Mark Stuart",686,28,68,96,24.6,524,6.68333333333333,2006,2017
"2023","Mark Tinordi",48,0,6,6,1.4,32,0,1999,1999
"2024","Mark Van Guilder",35,2,3,4,0.2,24,7.1,2014,2014
"2025","Mark Visheau",28,1,3,4,0.3,10,10,1999,1999
"2026","Mark Wotton",63,6,10,16,1.7,72,7,2001,2001
"2027","Marko Dano",210,26,57,83,7.7,340,8.58,2015,2019
"2028","Marko Kiprusoff",27,0,6,6,0.9,17,0,2002,2002
"2029","Marko Tuomainen",196,56,54,107,11.6,378,14.1,2000,2002
"2030","Markus Granlund",370,63,63,127,10.5,586,10.8666666666667,2014,2019
"2031","Markus Hannikainen",231,53,66,123,13.5,408,11.5,2016,2019
"2032","Markus Naslund",884,362,424,786,92.4,2847,12.7,1999,2009
"2033","Markus Nutivaara",207,14,37,51,11.3,244,5.66666666666667,2017,2019
"2034","Marquis Mathieu",195,21,47,67,4.7,302,8.06666666666667,1999,2001
"2035","Martin Cibak",232,16,32,49,1.8,263,5.2,2002,2006
"2036","Martin Erat",948,187,380,567,54.8,1563,11.0142857142857,2002,2015
"2037","Martin Frk",176,40,49,89,9.3,292,10.9,2017,2019
"2038","Martin Gelinas",768,150,208,358,35.4,1408,10.53,1999,2008
"2039","Martin Grenier",251,20,69,89,15.1,332,5.075,2002,2007
"2040","Martin Hanzal",706,128,210,338,28.6,1407,8.88333333333333,2008,2019
"2041","Martin Havlat",902,255,399,654,75.8,2094,12.0466666666667,2001,2016
"2042","Martin Lapointe",759,145,168,315,27.7,1255,11.29,1999,2008
"2043","Martin Lojek",145,18,59,75,13,205,7.1,2007,2008
"2044","Martin Marincin",277,14,41,56,10.6,296,3.4,2014,2019
"2045","Martin Necas",164,44,79,121,12.7,436,10.2,2018,2019
"2046","Martin Prochazka",52,10,16,26,2.8,91,11.1,2000,2000
"2047","Martin Rucinsky",650,150,224,373,35.7,1495,10.08,1999,2008
"2048","Martin Samuelsson",66,10,5,15,0.9,74,11.55,2003,2004
"2049","Martin Skoula",852,51,165,216,48.9,899,5.71818181818182,2000,2010
"2050","Martin Sonnenberg",159,36,49,85,9.6,316,10.2333333333333,1999,2004
"2051","Martin Spanhel",152,52,64,114,13.4,426,12.05,2001,2002
"2052","Martin St. Louis*",1233,417,681,1098,122.2,3103,13.1058823529412,1999,2015
"2053","Martin St. Pierre",465,107,207,315,33.7,1016,11.1333333333333,2006,2014
"2054","Martin Straka",708,201,353,555,55.5,1344,14.42,1999,2008
"2055","Martin Strbak",49,5,11,16,2.3,54,9.3,2004,2004
"2056","Martins Karsums",24,1,5,6,-0.1,28,3.6,2009,2009
"2057","Martti Jarventie",65,3,14,17,3.6,115,2.9,2002,2002
"2058","Marty McInnis",374,69,102,171,12.3,689,9.98,1999,2003
"2059","Marty McSorley",73,4,6,10,2.3,53,7.6,1999,2000
"2060","Marty Murray",355,65,97,164,17.2,657,9.78,2001,2007
"2061","Marty Reasoner",842,100,168,268,17.5,1110,8.58571428571429,1999,2013
"2062","Masi Marjamaki",69,4,3,7,-0.2,68,5.3,2006,2006
"2063","Mason Appleton",36,3,7,10,1.1,29,10.3,2019,2019
"2064","Mason Raymond",584,124,140,264,26.6,1264,10.08,2008,2017
"2065","Mat Clark",86,6,14,19,4.2,110,3.45,2012,2015
"2066","Mathew Barzal",243,58,135,194,18.8,460,13,2017,2019
"2067","Mathew Dumba",411,77,124,203,38.6,859,9.2,2014,2019
"2068","Mathias Johansson",58,5,10,15,0.4,70,7.1,2003,2003
"2069","Mathias Tjarnqvist",198,16,22,38,1.9,193,9.825,2004,2008
"2070","Mathieu Biron",381,23,60,84,12.9,521,3.87142857142857,2000,2006
"2071","Mathieu Carle",75,16,15,32,4.5,155,10.2,2010,2010
"2072","Mathieu Dandenault",762,60,123,183,33.9,874,6.86363636363636,1999,2009
"2073","Mathieu Darche",489,79,105,182,15.3,831,9.8,2001,2012
"2074","Mathieu Joseph",70,13,13,26,2.5,95,13.7,2019,2019
"2075","Mathieu Perreault",578,123,186,309,33.6,925,14.49,2010,2019
"2076","Mathieu Roy",243,3,40,44,7.9,217,0.883333333333333,2006,2013
"2077","Mathieu Schneider",803,133,308,442,82.9,1807,7.20833333333333,1999,2010
"2078","Mats Lindgren",298,57,112,170,17,454,11.58,1999,2003
"2079","Mats Sundin*",810,312,433,744,84.3,2299,13.7272727272727,1999,2009
"2080","Mats Zuccarello",621,149,296,444,47,1426,10.3222222222222,2011,2019
"2081","Matt Anderson",39,8,11,18,1.5,60,14.8,2013,2013
"2082","Matt Bartkowski",451,26,85,111,19.4,573,4.52222222222222,2011,2019
"2083","Matt Beleskey",631,98,117,215,20.4,1073,9.19090909090909,2009,2019
"2084","Matt Benning",205,14,39,53,11.6,274,5,2017,2019
"2085","Matt Bradley",718,65,99,164,8.9,811,8.075,2001,2012
"2086","Matt Calvert",528,85,91,176,14.4,807,11.1444444444444,2011,2019
"2087","Matt Campanale",63,4,5,10,1.4,50,7.7,2011,2011
"2088","Matt Carey",81,15,29,45,5.2,121,12.6,2014,2014
"2089","Matt Carkner",352,30,61,90,13.6,474,4.35714285714286,2006,2014
"2090","Matt Carle",806,44,245,289,56.6,1049,4.13333333333333,2006,2017
"2091","Matt Cooke",1128,210,273,479,47.3,1740,11.7352941176471,1999,2015
"2092","Matt Cullen",1500,270,462,732,67.9,2784,9.81428571428571,1999,2019
"2093","Matt D'Agostini",395,72,67,139,13.2,705,9.38571428571429,2008,2014
"2094","Matt Davidson",138,18,26,44,2.5,181,10.9666666666667,2001,2003
"2095","Matt Donovan",278,21,64,85,14.3,345,5.425,2012,2019
"2096","Matt Duchene",727,232,315,547,58,1792,12.94,2010,2019
"2097","Matt Elich",83,6,10,16,0.5,72,6.7,2000,2001
"2098","Matt Ellis",482,56,53,108,8.1,707,7.95555555555556,2007,2015
"2099","Matt Ellison",181,25,33,58,4.1,277,7.86666666666667,2004,2007
"2100","Matt Foy",124,31,35,66,6.7,240,10.5666666666667,2006,2008
"2101","Matt Fraser",245,43,63,106,8.8,503,6.5,2012,2015
"2102","Matt Frattin",244,33,37,70,5.1,358,9.58,2011,2015
"2103","Matt Gilroy",276,12,43,55,10,310,3.16,2010,2014
"2104","Matt Greene",724,27,99,127,33.9,644,3.73333333333333,2006,2017
"2105","Matt Grzelcyk",206,9,53,63,12.9,273,3.36666666666667,2017,2019
"2106","Matt Halischuk",345,45,55,100,9.3,488,8.7,2009,2016
"2107","Matt Henderson",107,7,12,20,0.8,100,3.95,1999,2002
"2108","Matt Hendricks",673,84,90,174,13.1,920,8.16363636363636,2009,2019
"2109","Matt Herr",137,10,17,27,1.1,131,8.4,1999,2003
"2110","Matt Higgins",103,7,18,25,1.7,163,4.76666666666667,1999,2001
"2111","Matt Hunwick",653,30,106,138,25.5,756,4.33333333333333,2008,2019
"2112","Matt Hussey",173,26,31,56,5.8,188,13.4333333333333,2004,2007
"2113","Matt Irwin",399,26,75,101,21.8,647,4.17142857142857,2013,2019
"2114","Matt Johnson",340,19,13,32,0.2,157,14.3333333333333,1999,2004
"2115","Matt Jones",171,10,26,36,4.6,167,3.96666666666667,2006,2008
"2116","Matt Kassian",184,36,30,66,6.5,314,12.025,2011,2014
"2117","Matt Keith",264,60,79,136,15.2,469,11.525,2004,2008
"2118","Matt Koalska",56,5,8,13,0.6,60,8.3,2006,2006
"2119","Matt Lashoff",310,23,66,89,15.1,438,4.14,2007,2011
"2120","Matt Lindblad",74,4,5,9,-0.6,86,4.8,2014,2015
"2121","Matt Luff",33,8,3,11,1.3,45,17.8,2019,2019
"2122","Matt Martin",653,57,67,124,6.1,733,8.75,2010,2019
"2123","Matt Moulson",770,200,224,425,48.1,1705,11.8272727272727,2008,2018
"2124","Matt Murley",200,47,59,105,9.9,405,9.83333333333333,2004,2008
"2125","Matt Niskanen",881,64,259,323,63.6,1428,4.45,2008,2019
"2126","Matt Pelech",181,18,55,73,10.2,295,5.86666666666667,2009,2014
"2127","Matt Pettinger",664,113,128,240,18.5,1141,9.65,2001,2010
"2128","Matt Puempel",224,51,38,91,9.1,391,12.65,2015,2019
"2129","Matt Read",571,115,157,272,27.1,963,11.9,2012,2019
"2130","Matt Roy",25,2,4,6,1.3,34,5.9,2019,2019
"2131","Matt Ryan",24,5,3,8,0.7,27,19.8,2006,2006
"2132","Matt Smaby",178,2,11,14,3.2,97,1.175,2008,2011
"2133","Matt Stajan",1097,154,276,430,32,1265,12.00625,2003,2018
"2134","Matt Taormina",245,22,71,94,17.5,329,5.7,2011,2016
"2135","Matt Tennyson",274,19,75,95,14.5,442,3.88333333333333,2013,2019
"2136","Matt Walker",435,15,41,55,12.3,394,4.18888888888889,2003,2012
"2137","Matt Watkins",76,13,17,30,3.4,103,12.6,2012,2012
"2138","Matthew Barnaby",643,85,145,230,19.1,775,10.4555555555556,1999,2007
"2139","Matthew Corrente",45,1,8,9,0.7,34,2.55,2010,2011
"2140","Matthew Highmore",82,28,48,76,9.5,285,10.9,2018,2018
"2141","Matthew Konan",48,7,19,26,3.9,114,6.3,2013,2013
"2142","Matthew Lombardi",678,108,180,289,24.5,1202,8.56,2004,2013
"2143","Matthew Lorito",72,21,27,47,5.7,167,14.2,2017,2017
"2144","Matthew Nieto",402,54,76,130,9.2,604,9.2,2014,2019
"2145","Matthew Peca",103,10,15,25,1,110,10.1666666666667,2017,2019
"2146","Matthew Spiller",159,2,17,20,1.8,101,1.03333333333333,2004,2008
"2147","Matthew Tkachuk",224,71,103,174,19.8,537,12.8,2017,2019
"2148","Matthieu Descoteaux",35,1,4,5,0.5,40,2.8,2001,2001
"2149","Mattias Ekholm",515,40,129,169,38.2,724,5.0125,2012,2019
"2150","Mattias Janmark",235,40,48,88,7.8,349,11.2,2016,2019
"2151","Mattias Norstrom",756,17,111,128,30.3,591,2.91,1999,2008
"2152","Mattias Ohlund",884,88,234,322,62.3,1529,5.04615384615385,1999,2011
"2153","Mattias Ritola",187,40,52,92,9.2,319,11.45,2008,2012
"2154","Mattias Tedenby",206,34,44,78,7,328,9.375,2011,2014
"2155","Mattias Timander",355,11,48,59,12.8,326,2.78333333333333,1999,2004
"2156","Mattias Weinhandl",291,25,56,80,6.9,307,8.96,2003,2007
"2157","Max Comtois",58,14,20,33,3.4,125,11.8,2019,2019
"2158","Max Domi",304,64,143,207,20.5,617,9.9,2016,2019
"2159","Max Friberg",91,13,17,31,3.6,127,10.4,2015,2016
"2160","Max Jones",30,2,3,5,0.1,58,3.4,2019,2019
"2161","Max McCormick",162,23,28,51,4,257,5.9,2016,2019
"2162","Max Pacioretty",692,248,240,488,62.9,2238,10.1636363636364,2009,2019
"2163","Max Reinhart",168,30,56,84,7.1,305,9.96666666666667,2013,2015
"2164","Max Sauve",32,8,3,10,0.9,51,14.2,2012,2012
"2165","Max Veronneau",80,21,22,43,5,165,12.5,2019,2019
"2166","Maxim Afinogenov",733,190,287,474,48.4,1847,10.1545454545455,2000,2010
"2167","Maxim Balmochnykh",27,4,5,8,1.1,50,8.8,2000,2000
"2168","Maxim Galanov",116,8,11,19,2.9,101,5.86666666666667,1999,2001
"2169","Maxim Kondratiev",160,11,42,52,8.9,207,5.46666666666667,2004,2008
"2170","Maxim Kuznetsov",164,2,11,13,2.7,109,2.4,2001,2004
"2171","Maxim Lapierre",660,66,82,148,7.5,935,6.97,2006,2015
"2172","Maxim Mamin",100,15,16,33,3.3,184,9.4,2018,2019
"2173","Maxim Noreau",106,4,13,17,4.9,107,2.05,2010,2011
"2174","Maxim Sushinsky",30,7,4,11,1,62,11.3,2001,2001
"2175","Maxime Fortunus",105,3,24,28,5.7,111,1.65,2010,2014
"2176","Maxime Lajoie",56,7,8,15,1.2,79,8.9,2019,2019
"2177","Maxime Macenauer",29,1,3,4,-0.1,14,7.1,2012,2012
"2178","Maxime Talbot",704,91,113,204,12.4,887,10.0818181818182,2006,2016
"2179","Mel Angelstad",77,29,35,62,6.9,205,14.8,2004,2004
"2180","Melker Karlsson",335,54,46,100,9.4,424,12.84,2015,2019
"2181","Michael Amadio",80,10,11,21,1.9,65,15.25,2018,2019
"2182","Michael Bournival",200,37,36,74,7.3,357,10.325,2014,2018
"2183","Michael Bunting",65,8,10,18,1.6,117,6.9,2019,2019
"2184","Michael Caruso",41,1,4,5,1.6,36,2.6,2013,2013
"2185","Michael Chaput",309,31,36,67,3,350,6.68333333333333,2014,2019
"2186","Michael Dal Colle",93,18,14,31,2.7,139,11.35,2018,2019
"2187","Michael Del Zotto",608,54,167,221,40.5,905,5.62,2010,2019
"2188","Michael Frolik",793,153,217,370,36.1,1894,8,2009,2019
"2189","Michael Funk",72,1,7,8,0.8,66,1.3,2007,2008
"2190","Michael Grabner",639,177,101,279,35.2,1301,13.32,2010,2019
"2191","Michael Holmqvist",197,26,22,48,1.5,279,9.65,2004,2007
"2192","Michael Kapla",82,1,20,22,4.4,108,0.9,2017,2017
"2193","Michael Ker<e4>nen",75,28,26,54,7.4,211,13.3,2016,2016
"2194","Michael Latta",170,20,44,64,5.8,183,7.96666666666667,2014,2016
"2195","Michael McCarron",144,8,21,30,0.4,166,4.66666666666667,2016,2018
"2196","Michael McLeod",21,0,3,3,-0.4,21,0,2019,2019
"2197","Michael Mersch",83,19,26,46,6.2,173,11.6,2016,2016
"2198","Michael Nylander",704,166,348,514,51.8,1319,12.56,1999,2009
"2199","Michael Paliotta",105,9,21,29,5,143,6.25,2015,2016
"2200","Michael Peca",701,140,238,379,35.5,1203,10.97,1999,2009
"2201","Michael Raffl",412,70,62,132,13.2,591,11.6333333333333,2014,2019
"2202","Michael Rasmussen",62,8,10,18,1,74,10.8,2019,2019
"2203","Michael Ryan",193,42,63,105,11,400,9.86666666666667,2007,2009
"2204","Michael Ryder",885,246,257,502,58.3,2022,11.8166666666667,2004,2015
"2205","Michael Sauer",233,22,62,84,18.2,364,5.66666666666667,2009,2012
"2206","Michael Sgarbossa",218,31,56,88,7,313,7.65,2013,2017
"2207","Michael Stone",537,45,112,157,27.1,786,6.6,2012,2019
"2208","Michael Zalewski",183,25,36,61,3.7,261,7.26666666666667,2014,2017
"2209","Michal Barinka",99,1,22,24,4.6,120,0.7,2004,2006
"2210","Michal Grosek",369,65,98,162,16.9,570,11.05,1999,2004
"2211","Michal Handzus",1165,234,354,590,55.7,1864,12.00625,1999,2014
"2212","Michal Jordan",96,3,6,9,1.6,100,2.43333333333333,2013,2016
"2213","Michal Kempny",174,11,32,43,10.1,260,4.03333333333333,2017,2019
"2214","Michal Pivonka",36,5,6,11,0.8,30,16.7,1999,1999
"2215","Michal Repik",251,62,74,134,15,535,8.775,2009,2012
"2216","Michal Rozsival",963,68,241,309,68.2,1055,5.54375,2000,2017
"2217","Michal Sivek",38,3,3,6,0,45,6.7,2003,2003
"2218","Michal Sykora",126,6,18,24,5.8,133,4.2,1999,2001
"2219","Micheal Ferland",321,59,70,129,12.8,562,9.78,2015,2019
"2220","Micheal Haley",471,66,99,167,14.8,604,10.3777777777778,2010,2019
"2221","Michel Ouellet",244,59,70,129,13.8,427,14,2006,2009
"2222","Michel Picard",172,27,38,65,6.5,235,11.7333333333333,1999,2001
"2223","Michel Riesen",74,27,43,71,8.8,196,13.9,2001,2001
"2224","Micki DuPont",216,11,49,59,12.1,246,4.15,2002,2008
"2225","Miika Elomo",46,4,4,8,0,46,8.7,2000,2000
"2226","Miikka Salomaki",287,36,59,95,7.8,364,8.62,2015,2019
"2227","Mika Alatalo",152,17,29,46,3.2,171,10.1,2000,2001
"2228","Mika Pyorala",36,2,2,4,-0.3,41,4.9,2010,2010
"2229","Mika Zibanejad",550,162,200,363,39.8,1340,11.775,2012,2019
"2230","Mikael Andersson",102,4,10,14,-0.2,108,3.7,1999,2000
"2231","Mikael Backlund",694,137,203,340,33.1,1547,8.24545454545455,2009,2019
"2232","Mikael Granlund",477,94,228,322,31.8,958,9.08571428571429,2013,2019
"2233","Mikael Renberg",335,65,120,185,19.2,631,10.5,1999,2004
"2234","Mikael Samuelsson",897,224,284,507,56.3,2270,9.8,2001,2014
"2235","Mike Angelidis",191,32,50,81,9.9,316,8.775,2012,2016
"2236","Mike Bishai",41,8,8,15,1.6,52,14.6,2004,2004
"2237","Mike Blunden",571,98,142,240,22.5,1031,8.47272727272727,2007,2018
"2238","Mike Brown",796,95,120,218,16.2,1038,7.98461538461538,2001,2016
"2239","Mike Cammalleri",954,299,368,667,74.5,2550,11.71875,2003,2018
"2240","Mike Card",65,4,13,17,2.9,86,4.7,2007,2007
"2241","Mike Commodore",693,31,115,146,29.6,803,3.11818181818182,2001,2012
"2242","Mike Comrie",671,188,221,410,42.4,1381,12.6454545454545,2001,2011
"2243","Mike Connolly",80,14,43,58,8.2,160,9.4,2012,2012
"2244","Mike Craig",138,17,25,44,4.6,182,9.2,1999,2002
"2245","Mike Crowley",94,1,14,15,1.9,80,1.1,1999,2001
"2246","Mike Danton",205,35,36,72,6.9,354,9.06666666666667,2001,2004
"2247","Mike Duco",233,45,71,116,11.4,524,9.36666666666667,2010,2012
"2248","Mike Eagles",77,6,2,8,-0.1,54,12.6,1999,2000
"2249","Mike Eastwood",461,48,91,139,8.6,364,12.2,1999,2004
"2250","Mike Farrell",144,15,25,39,1.4,184,7.93333333333333,2002,2004
"2251","Mike Fisher",1181,286,329,614,61.9,2447,11.4052631578947,2000,2018
"2252","Mike Gaul",99,2,11,13,1.6,98,1.3,1999,2001
"2253","Mike Glumac",120,14,24,38,2.4,180,7.26666666666667,2006,2008
"2254","Mike Green",899,156,358,514,86.3,1940,7.46875,2004,2019
"2255","Mike Grier",995,141,212,353,25.5,1551,8.84615384615385,1999,2011
"2256","Mike Halmo",82,20,35,53,5.4,225,8.8,2014,2014
"2257","Mike Hoffman",542,172,194,365,44,1484,10.9875,2012,2019
"2258","Mike Hough",68,6,5,11,0.9,34,18.1,1999,1999
"2259","Mike Hurlbut",90,10,11,21,3.5,117,9.7,1999,2000
"2260","Mike Iggulden",143,39,69,107,12.3,287,13.45,2008,2009
"2261","Mike Johnson",634,126,223,349,31.3,1068,11.1555555555556,1999,2008
"2262","Mike Keane",436,48,83,131,9.6,404,13.1,1999,2004
"2263","Mike Kennedy",48,10,8,19,2.3,67,15.2,1999,1999
"2264","Mike Knuble",1072,276,266,542,60.3,1981,13.5333333333333,1999,2013
"2265","Mike Komisarek",662,16,88,104,22.4,593,2.11666666666667,2003,2014
"2266","Mike Kostka",216,14,48,63,11.5,279,4.875,2013,2016
"2267","Mike Leclerc",422,81,110,192,16.1,777,9.31428571428571,1999,2006
"2268","Mike Liambas",155,25,41,68,6.7,277,7.65,2017,2018
"2269","Mike Lundin",349,12,67,80,14.9,316,2.88333333333333,2008,2013
"2270","Mike Maneluk",154,34,42,75,7.7,322,12.5333333333333,1999,2001
"2271","Mike Matheson",312,32,57,89,16.4,560,5.975,2016,2019
"2272","Mike Matteucci",136,9,39,48,9,179,5.1,2001,2002
"2273","Mike McBain",37,0,6,6,0.4,22,0,1999,1999
"2274","Mike Modano*",948,309,479,790,88.4,2312,12.8846153846154,1999,2011
"2275","Mike Moore",21,1,0,1,-0.1,15,4,2011,2011
"2276","Mike Mottau",512,24,94,118,25,559,3.98888888888889,2001,2014
"2277","Mike Pandolfo",72,9,10,19,1.4,85,11.3,2004,2004
"2278","Mike Peluso",116,23,17,41,3.8,175,12.5,2002,2004
"2279","Mike Rathje",662,37,138,176,41.8,823,4.8,1999,2007
"2280","Mike Reilly",204,7,34,42,6.5,223,3.4,2016,2019
"2281","Mike Ribeiro",1255,273,642,915,91.8,1983,13.85,2000,2017
"2282","Mike Ricci",662,119,181,299,26.5,829,14.7,1999,2007
"2283","Mike Richards",749,181,306,487,50.1,1688,9.99090909090909,2006,2016
"2284","Mike Rucinski",127,11,23,34,7.2,165,6.4,1999,2001
"2285","Mike Rupp",722,79,64,143,10.4,780,9.85833333333333,2003,2014
"2286","Mike Santorelli",479,75,101,174,14.7,830,8.4625,2009,2016
"2287","Mike Siklenka",162,36,45,81,8.5,361,9.5,2003,2004
"2288","Mike Sillinger",792,194,238,433,36.1,1403,13.4454545454545,1999,2009
"2289","Mike Sislo",218,47,67,114,12.6,467,11.1,2014,2016
"2290","Mike Stapleton",190,21,27,48,1.3,283,7.26666666666667,1999,2001
"2291","Mike Stuart",107,4,30,34,6.8,109,4.4,2004,2006
"2292","Mike Stutzel",82,22,29,52,5.4,195,11.6,2004,2004
"2293","Mike Sullivan",256,13,20,33,-1.3,212,5.9,1999,2002
"2294","Mike Van Ryn",573,42,144,185,36.7,818,4.86666666666667,2001,2009
"2295","Mike Vecchione",62,7,15,22,1.8,105,7.4,2017,2017
"2296","Mike Vernace",77,2,1,3,-0.3,38,5,2009,2011
"2297","Mike Watt",235,25,47,72,4.7,302,9.175,1999,2003
"2298","Mike Weaver",759,10,97,107,25.2,466,2.36923076923077,2002,2015
"2299","Mike Weber",445,14,64,78,14.5,392,3.5,2008,2016
"2300","Mike Wilson",233,16,48,63,11.9,285,5.2,1999,2003
"2301","Mike York",719,158,242,399,34.9,1556,9.95,2000,2009
"2302","Mike Zigomanis",382,79,100,180,16.4,776,8.68571428571429,2003,2011
"2303","Mikhail Grabovski",587,137,189,325,33.4,1119,12.27,2007,2016
"2304","Mikhail Grigorenko",221,21,47,68,4.1,262,6.86,2013,2017
"2305","Mikhail Kuleshov",81,14,20,35,3.7,172,8.5,2004,2004
"2306","Mikhail Sergachev",224,20,69,89,13.7,368,5.26666666666667,2017,2019
"2307","Mikhail Vorobyev",82,25,55,81,9.3,244,11.2,2019,2019
"2308","Mikhail Yakubov",101,11,20,31,2.3,148,5.7,2004,2006
"2309","Mikkel Boedker",736,129,223,354,31.4,1205,10.8545454545455,2009,2019
"2310","Mikko Eloranta",264,32,44,76,5.4,380,8.875,2000,2003
"2311","Mikko Jokela",23,1,3,4,0.5,14,6,2003,2003
"2312","Mikko Koivu",973,201,487,688,69.2,2196,9.14285714285714,2006,2019
"2313","Mikko Lehtonen",196,30,60,90,12.2,305,7.33333333333333,2007,2010
"2314","Mikko Luoma",64,1,3,4,0.9,28,2.8,2004,2004
"2315","Mikko Rantanen",268,82,130,212,22.4,538,13.325,2016,2019
"2316","Milan Bartovic",141,13,24,38,2.1,169,6.325,2003,2006
"2317","Milan Hejduk",1082,383,443,826,96.2,2742,13.42,1999,2013
"2318","Milan Jurcina",430,22,59,81,14.4,540,4.22857142857143,2006,2012
"2319","Milan Kraft",207,41,41,82,6.7,350,11.775,2001,2004
"2320","Milan Kytnar",77,28,45,75,10.3,222,14.7,2012,2012
"2321","Milan Lucic",890,198,303,501,56.1,1472,12.9416666666667,2008,2019
"2322","Milan Michalek",884,241,283,525,56.8,1967,11.9153846153846,2004,2017
"2323","Miles Wood",242,50,48,98,9.4,526,9.65,2016,2019
"2324","Miloslav Guren",60,2,12,14,2.3,64,3.6,1999,2000
"2325","Mirco Mueller",207,3,28,31,5.5,150,1.9,2015,2019
"2326","Miro Heiskanen",82,12,21,33,6.5,182,6.6,2019,2019
"2327","Miroslav Satan",893,310,335,645,72.6,2326,13.325,1999,2010
"2328","Miroslav Zalesak",95,7,8,15,1,63,10.1,2003,2004
"2329","Mitch Callahan",94,25,23,47,4.3,196,11.6,2014,2017
"2330","Mitch Fritz",70,22,25,47,5.2,128,18.6,2009,2009
"2331","Mitch Marner",241,67,157,224,23.4,603,11.1,2017,2019
"2332","Mitch Reinke",70,1,11,13,3.1,92,1.1,2018,2018
"2333","Morgan Ellis",45,3,5,8,2.1,40,7.4,2016,2016
"2334","Morgan Klimchuk",30,4,2,6,0.3,45,9.1,2018,2018
"2335","Morgan Rielly",470,51,192,243,34.6,987,4.78333333333333,2014,2019
"2336","Murray Baron",463,11,39,50,13.8,286,3.95,1999,2004
"2337","Murray Craven",112,33,51,85,9.1,308,9.6,1999,2000
"2338","Nail Yakupov",350,62,74,136,10.7,650,10.3,2013,2018
"2339","Nate Guenin",441,23,70,92,19.9,462,4.53333333333333,2007,2016
"2340","Nate Prosser",559,25,87,111,21.9,468,5.57,2010,2019
"2341","Nate Raduns",77,22,22,44,5,189,10.8,2009,2009
"2342","Nate Schmidt",337,22,87,109,24.9,436,4.63333333333333,2014,2019
"2343","Nate Thompson",768,71,102,174,6,912,7.59166666666667,2007,2019
"2344","Nathan Bastian",21,3,3,6,0.6,18,13.2,2019,2019
"2345","Nathan Beaulieu",391,19,76,94,16.6,467,4.62857142857143,2013,2019
"2346","Nathan Dempsey",447,50,131,182,29.5,751,6.2,2000,2007
"2347","Nathan Gerbe",569,92,115,207,18.2,1236,7.87777777777778,2009,2018
"2348","Nathan Horton",706,211,234,445,50.9,1533,13.8,2004,2014
"2349","Nathan LaFayette",33,2,2,4,0.1,42,4.8,1999,1999
"2350","Nathan MacKinnon",456,155,247,402,45.9,1578,9.53333333333333,2014,2019
