"","Player","GamesPlayed","Goals","Assists","Points","PointShare","Shots","ShootPerc","FirstYear","LastYear"
"1649","Jordan Schroeder",165,18,24,42,4.1,188,9.48333333333333,2013,2018
"1650","Jordan Smotherman",104,16,14,30,2.5,138,12.45,2008,2009
"1651","Jordan Staal",893,217,293,510,52.1,1882,11.5461538461538,2007,2019
"1652","Jordan Szwarz",138,24,32,56,5.6,220,11.5666666666667,2014,2018
"1653","Jordan Weal",237,38,61,99,8.6,334,11.825,2016,2019
"1654","Jordie Benn",493,24,91,115,21.4,542,4.9,2012,2019
"1655","Jordin Tootoo",867,104,152,258,20.9,1313,7.70714285714286,2004,2017
"1656","Jorgen Jonsson",81,12,19,31,2,116,10.3,2000,2000
"1657","Jori Lehtera",307,34,77,111,9.4,315,9.48,2015,2019
"1658","Josef Beranek",207,41,56,97,7.8,451,9.06666666666667,1999,2001
"1659","Josef Boumedienne",129,3,16,19,2,111,2.76666666666667,2002,2004
"1660","Josef Marha",189,26,35,61,4.4,251,9.53333333333333,1999,2001
"1661","Josef Melichar",480,21,85,106,19.4,458,3.7375,2001,2009
"1662","Josef Vasicek",534,91,117,208,18,827,10.725,2001,2008
"1663","Joseph Blandisi",178,18,34,53,3.6,211,9.5,2016,2019
"1664","Joseph Cramarossa",59,4,6,10,0.6,36,11.1,2017,2017
"1665","Joseph Gambardella",36,2,3,5,-0.5,42,4.7,2019,2019
"1666","Joseph Labate",69,24,38,62,7.4,215,11.5,2017,2017
"1667","Joseph Morrow",284,16,56,73,12.5,365,3.58,2015,2019
"1668","Josh Anderson",384,112,101,213,26.8,955,11.94,2015,2019
"1669","Josh Archibald",244,53,62,115,11.3,464,11.625,2016,2019
"1670","Josh Bailey",797,140,293,433,37.4,1261,11.2727272727273,2009,2019
"1671","Josh Brown",37,1,1,2,0.5,28,3.6,2019,2019
"1672","Josh Currie",21,2,3,5,0.5,19,10.5,2019,2019
"1673","Josh Gorges",783,17,107,124,32.8,515,2.83846153846154,2006,2018
"1674","Josh Gratton",257,36,57,93,9,338,9.05,2006,2009
"1675","Josh Green",474,79,75,156,15.7,752,8.35,1999,2012
"1676","Josh Hennessy",336,68,83,154,16.5,628,9.58,2007,2012
"1677","Josh Holden",331,37,85,119,10.1,477,7.35,1999,2004
"1678","Josh Jooris",213,23,32,55,3.6,294,7.45,2015,2018
"1679","Josh Langfeld",315,24,50,73,4.6,392,5.44285714285714,2002,2008
"1680","Josh Leivo",337,68,59,126,12.8,607,11.5,2014,2019
"1681","Josh Mahura",22,0,1,1,0,18,0,2019,2019
"1682","Josh Manson",335,20,68,88,23.1,415,4.1,2015,2019
"1683","Josh Morrissey",274,21,63,84,15.9,342,5.6,2016,2019
"1684","Josh Olson",51,5,13,18,1.4,107,5.2,2004,2004
"1685","Josh Teves",26,2,0,2,0.6,22,8.3,2019,2019
"1686","Joshua Ho-Sang",72,11,17,30,2.7,81,14.9666666666667,2017,2019
"1687","Joshua Jacobs",31,0,8,8,2.1,28,0,2019,2019
"1688","Jozef Balej",120,53,58,110,13.8,352,14,2004,2006
"1689","Jozef Stumpel",685,142,352,495,46.6,1101,12.73,1999,2008
"1690","Juha Lind",94,7,10,17,1,78,8.9,2000,2001
"1691","Juha Ylonen",284,25,65,90,5.1,317,8.25,1999,2002
"1692","Juho Lammikko",40,0,6,6,-0.4,39,0,2019,2019
"1693","Jujhar Khaira",266,61,73,131,14.2,457,11.15,2016,2019
"1694","Jukka Hentunen",38,4,5,9,0.3,50,8,2002,2002
"1695","Julian Melchiori",161,7,28,36,7.8,189,3.03333333333333,2014,2017
"1696","Julien Brouillette",114,8,22,31,4.3,98,7.8,2014,2015
"1697","Julien Vauclair",78,4,23,28,5.2,135,3.2,2004,2004
"1698","Julius Honka",146,5,18,24,4,164,2.36666666666667,2017,2019
"1699","Junior Lessard",143,31,39,69,6.3,307,7.63333333333333,2006,2008
"1700","Juraj Kolnik",457,92,111,204,19.8,882,10.7857142857143,2001,2007
"1701","Jussi Jokinen",951,191,372,563,57.1,1598,11.7923076923077,2006,2018
"1702","Jussi Timonen",79,9,20,28,6.8,119,6.8,2007,2007
"1703","Justin Abdelkader",788,126,171,297,24.6,1423,8.6,2008,2019
"1704","Justin Auger",75,11,18,29,2.5,129,7.5,2018,2018
"1705","Justin Bailey",239,43,51,95,9.1,424,8.95,2016,2019
"1706","Justin Braun",607,24,130,154,32.7,849,2.73333333333333,2011,2019
"1707","Justin Dibenedetto",59,5,8,12,0.6,73,6,2011,2011
"1708","Justin Dowling",80,11,8,18,1,107,9.95,2017,2019
"1709","Justin Falk",445,9,59,69,12.7,365,1.54,2010,2019
"1710","Justin Faulk",559,85,173,258,45.5,1404,6.1625,2012,2019
"1711","Justin Florek",33,3,5,7,0.4,38,6,2014,2014
"1712","Justin Fontaine",197,27,41,68,7.8,237,11.5,2014,2016
"1713","Justin Hodgman",58,4,8,12,0.4,90,5.6,2015,2015
"1714","Justin Holl",129,7,17,24,6.7,115,5.65,2018,2019
"1715","Justin Johnson",82,4,10,14,0.4,69,5.7,2014,2014
"1716","Justin Kloos",101,19,34,55,5.7,201,10.7,2018,2019
"1717","Justin Kurtz",27,3,5,8,1.2,30,10,2002,2002
"1718","Justin Mapletoft",109,21,41,62,6.5,214,7.8,2003,2004
"1719","Justin Mercier",81,21,14,36,3.9,158,12.6,2010,2010
"1720","Justin Papineau",160,13,20,33,2,169,7.8,2002,2004
"1721","Justin Schultz",436,47,155,202,32.5,708,6.44285714285714,2013,2019
"1722","Justin Shugg",66,10,22,32,2.8,108,9,2015,2015
"1723","Justin Williams",1321,324,496,820,90,3382,9.35263157894737,2001,2019
"1724","Juuso Riikola",37,2,3,5,1.2,43,4.7,2019,2019
"1725","Juuso Valimaki",24,1,2,3,0.4,28,3.6,2019,2019
"1726","Jyrki Jokipakka",150,3,25,28,4.7,114,2.6,2015,2017
"1727","Jyrki Lumme",331,29,94,123,25.2,485,6.08,1999,2003
"1728","Kael Mouillierat",140,21,47,69,8.2,181,10.25,2015,2016
"1729","Kai Nurminen",59,10,24,33,3.6,164,7.2,2001,2001
"1730","Kailer Yamamoto",95,13,20,32,2.3,146,8.5,2018,2019
"1731","Kalle Kossila",174,37,47,83,10.4,338,12.2666666666667,2017,2019
"1732","Kamil Kreps",280,23,55,78,4.4,340,6.6,2007,2010
"1733","Kamil Piros",154,24,32,54,4.1,229,9.33333333333333,2002,2004
"1734","Karel Betik",68,2,19,22,3.7,100,2,1999,1999
"1735","Karel Pilar",121,4,25,29,5.6,134,2.93333333333333,2002,2004
"1736","Karel Rachunek",447,25,130,155,32.1,601,4.38571428571429,2000,2008
"1737","Kari Haakana",75,6,23,29,7,131,4.2,2003,2003
"1738","Karl Alzner",745,20,126,148,36.1,695,2.71818181818182,2009,2019
"1739","Karl Dykhuis",444,32,61,93,24.7,443,7.18333333333333,1999,2004
"1740","Karl Stewart",219,44,49,95,10.9,361,11.45,2004,2008
"1741","Karl Stollery",187,10,18,29,7.6,182,4.96666666666667,2014,2017
"1742","Karlis Skrastins",966,39,120,157,37.1,842,4.9,1999,2011
"1743","Karson Kuhlman",74,14,20,34,2.8,170,8.8,2019,2019
"1744","Kaspars Astashenko",145,11,27,36,7.3,157,6.95,2000,2001
"1745","Kaspars Daugavins",134,14,17,31,1.9,171,7.83333333333333,2010,2013
"1746","Kasperi Kapanen",242,51,55,106,10.7,482,11.25,2016,2019
"1747","Keaton Ellerby",277,5,32,37,8.3,223,1.88333333333333,2010,2015
"1748","Keegan Lowe",142,4,26,31,6.5,162,2.65,2015,2018
"1749","Keith Aldridge",39,1,1,2,0.1,34,2.6,2000,2000
"1750","Keith Aucoin",495,89,124,216,23.4,755,9.65555555555556,2006,2014
"1751","Keith Aulie",210,5,21,26,5.4,149,2.78,2011,2015
"1752","Keith Ballard",664,39,143,182,34.4,704,4.87,2006,2015
"1753","Keith Carney",746,34,128,163,44.9,651,5.47,1999,2008
"1754","Keith Jones",211,54,83,137,15.6,379,13.8333333333333,1999,2001
"1755","Keith Primeau",463,127,184,312,34.1,931,13.1142857142857,1999,2006
"1756","Keith Tkachuk",807,313,332,645,78.3,2265,13.6083333333333,1999,2010
"1757","Keith Yandle",924,96,434,530,81.7,2072,5.10769230769231,2007,2019
"1758","Kellan Lain",63,9,6,16,2.1,75,12.2,2014,2014
"1759","Kelly Buchberger",439,27,50,77,-1.5,276,9.96666666666667,1999,2004
"1760","Kelly Chase",70,3,8,11,0.6,39,6,1999,2000
"1761","Kelly Fairchild",147,11,23,33,1.6,147,6.75,1999,2002
"1762","Kelly Miller",62,2,5,7,-0.2,49,4.1,1999,1999
"1763","Ken Baumgartner",69,1,3,4,-0.2,15,6.7,1999,1999
"1764","Ken Belanger",298,45,49,97,9.5,316,10.3333333333333,1999,2006
"1765","Ken Daneyko",373,4,32,36,14.7,269,1.7,1999,2003
"1766","Ken Gernander",82,17,28,45,4.6,188,9.3,2004,2004
"1767","Ken Klee",788,42,142,185,37.5,908,4.26363636363636,1999,2009
"1768","Ken Sutton",238,15,66,84,16.9,361,3.15,1999,2002
"1769","Kenndal McArdle",241,37,74,114,10.3,389,8.275,2009,2012
"1770","Kenny Agostino",377,119,172,290,34.2,937,12.44,2014,2019
"1771","Kenny Jonsson",419,40,127,167,29.8,587,6.7,1999,2004
"1772","Kent Huskins",342,13,58,71,17.7,219,6.12857142857143,2007,2013
"1773","Kent Manderville",352,16,38,54,1,384,4.42,1999,2003
"1774","Kent McDonell",82,26,18,41,3.9,177,9.75,2003,2004
"1775","Kerby Rychel",226,24,33,58,4.8,304,7.05,2015,2019
"1776","Kevan Miller",324,12,55,67,20,287,3.88333333333333,2014,2019
"1777","Kevin Bieksa",808,63,215,278,55.2,1436,3.92307692307692,2006,2018
"1778","Kevin Brown",158,14,23,37,2,168,8.4,1999,2000
"1779","Kevin Colley",70,5,10,15,0.5,61,6.9,2006,2006
"1780","Kevin Connauton",310,27,49,76,16.9,460,4.65,2014,2019
"1781","Kevin Czuczman",72,2,8,10,1.9,51,3.6,2014,2014
"1782","Kevin Dahl",142,7,23,30,5.8,145,4.5,1999,2001
"1783","Kevin Dallman",154,8,23,31,5.1,248,3.9,2006,2008
"1784","Kevin Dean",195,4,29,33,6.4,173,2.8,1999,2001
"1785","Kevin Dineen",285,26,37,63,5.1,344,7.12,1999,2003
"1786","Kevin Doell",77,9,19,28,1.9,140,6.6,2008,2008
"1787","Kevin Fiala",367,85,104,190,20.1,815,10.1,2015,2019
"1788","Kevin Gravel",224,7,39,46,9.8,219,2.6,2016,2019
"1789","Kevin Haller",250,8,23,31,9.3,172,4.925,1999,2002
"1790","Kevin Hatcher",197,19,60,79,15.5,341,5.36666666666667,1999,2001
"1791","Kevin Hayes",381,92,137,229,25.4,715,12.88,2015,2019
"1792","Kevin Henderson",38,6,10,16,2.7,60,10,2013,2013
"1793","Kevin Klein",791,58,162,220,44,899,6.31666666666667,2006,2017
"1794","Kevin Labanc",214,36,80,116,10.6,356,10.5333333333333,2017,2019
"1795","Kevin Marshall",80,2,19,21,4,73,2.3,2012,2012
"1796","Kevin Miller",134,19,21,39,2.9,200,7.73333333333333,1999,2004
"1797","Kevin Porter",435,53,73,127,9.4,559,9.3,2009,2017
"1798","Kevin Quick",70,6,10,17,3,87,6.7,2009,2009
"1799","Kevin Rooney",204,71,91,156,18.7,451,16.7666666666667,2017,2019
"1800","Kevin Roy",107,26,42,68,7.3,214,16.8,2018,2019
"1801","Kevin Sawyer",142,4,5,9,-0.8,82,6.175,2000,2003
"1802","Kevin Shattenkirk",609,75,274,349,59.1,1276,5.91111111111111,2011,2019
"1803","Kevin Stenlund",82,44,83,128,14.2,305,17.7,2019,2019
"1804","Kevin Stevens",206,37,51,88,6.6,321,8.975,1999,2002
"1805","Kevin Westgarth",237,20,20,41,2.3,187,9.28,2009,2014
"1806","Kevyn Adams",690,112,131,240,19.7,1261,7.4,1999,2008
"1807","Kiefer Sherwood",50,6,6,12,1,60,10,2019,2019
"1808","Kim Johnsson",820,85,250,335,66.7,1342,5.86363636363636,2000,2010
"1809","Kimmo Timonen",1243,119,485,605,108,2068,5.45294117647059,1999,2015
"1810","Kip Brennan",313,63,84,148,16.8,569,11.34,2002,2008
"1811","Kip Miller",359,60,140,200,17.8,460,12.4166666666667,1999,2004
"1812","Kirby Law",221,59,90,148,18.1,406,15,2001,2004
"1813","Kirill Safronov",60,2,3,5,0.7,41,4.75,2002,2003
"1814","Kirk Maltby",848,99,116,216,15,1109,8.94166666666667,1999,2010
"1815","Kirk Muller",317,23,60,83,2.9,377,5.8,1999,2003
"1816","Kjell Samuelsson",46,1,4,5,1.2,22,4.5,1999,1999
"1817","Klas Dahlbeck",170,6,17,23,3.3,164,3.95,2015,2018
"1818","Kole Sherwood",80,15,31,46,4.6,129,10.9,2019,2019
"1819","Konstantin Koltsov",290,37,81,119,9.3,508,6.825,2003,2006
"1820","Konstantin Pushkarev",141,18,28,46,3.8,240,8.05,2006,2007
"1821","Korbinian Holzer",191,5,23,28,4,144,4.78571428571429,2011,2019
"1822","Kris Beech",429,85,94,178,15.9,751,11.5428571428571,2001,2008
"1823","Kris Chucko",74,14,12,25,1.9,126,11.1,2009,2009
"1824","Kris Draper",951,146,208,354,31.3,1583,8.90769230769231,1999,2011
"1825","Kris Foucault",59,7,7,14,1.3,60,11,2012,2012
"1826","Kris Fredheim",67,1,10,11,3.3,72,1.3,2012,2012
"1827","Kris King",162,8,11,18,-0.9,96,7.6,1999,2001
"1828","Kris Letang",822,114,398,513,86.1,2051,5.81538461538462,2007,2019
"1829","Kris Newbury",397,57,59,116,10.6,564,10.475,2007,2014
"1830","Kris Russell",791,46,181,227,43.8,980,4.68333333333333,2008,2019
"1831","Kris Vernarsky",151,35,34,68,7.8,217,15.9,2003,2004
"1832","Kris Versteeg",730,164,230,394,40.8,1541,10.1090909090909,2008,2018
"1833","Kristian Huselius",789,225,294,518,55.4,1802,12.3636363636364,2002,2012
"1834","Kristian Kudroc",118,3,16,20,4.2,108,5.96666666666667,2001,2004
"1835","Kristian Vesalainen",36,1,1,2,-0.1,35,3.3,2019,2019
"1836","Krys Barch",381,12,23,35,0.2,154,8.1125,2007,2014
"1837","Krys Kolanos",291,34,51,86,6.7,367,8.58333333333333,2002,2012
"1838","Krzysztof Oliwa",378,20,33,53,2.2,283,5.7,1999,2006
"1839","Kurt Sauer",496,14,55,69,16.3,382,3.325,2003,2010
"1840","Kurtis Foster",574,53,148,201,34,1062,4.98,2003,2013
"1841","Kurtis Gabriel",161,40,66,107,11.7,332,15.7333333333333,2016,2019
"1842","Kurtis MacDermid",59,1,5,6,0.9,49,2.65,2018,2019
"1843","Kurtis McLean",48,2,4,6,-0.2,29,6.3,2009,2009
"1844","Kyle Baun",98,18,17,35,4,149,11.5,2015,2016
"1845","Kyle Brodziak",1037,157,243,398,33.8,1520,10.4571428571429,2006,2019
"1846","Kyle Calder",738,136,225,361,29.9,1237,10.1727272727273,2000,2010
"1847","Kyle Capobianco",119,7,26,32,4.5,136,4.5,2018,2019
"1848","Kyle Chipchura",547,47,91,137,8.1,484,8.94444444444444,2008,2016
"1849","Kyle Clifford",607,54,61,115,8.9,790,7.08888888888889,2011,2019
"1850","Kyle Connor",233,74,75,148,16.3,526,13.0333333333333,2017,2019
"1851","Kyle Criscuolo",58,6,11,16,1,72,7.9,2018,2018
"1852","Kyle Cumiskey",299,21,76,98,17.5,366,3.73333333333333,2007,2015
"1853","Kyle Freadrich",103,11,28,39,3.2,180,3.45,2000,2001
"1854","Kyle Greentree",125,27,39,66,7.3,204,13.5,2008,2009
"1855","Kyle McLaren",596,36,153,190,42.2,779,4.63,1999,2008
"1856","Kyle Okposo",808,190,306,497,47.7,1904,9.6,2008,2019
"1857","Kyle Palmieri",531,152,146,299,36.3,1248,11.6444444444444,2011,2019
"1858","Kyle Quincey",813,50,166,215,45.3,1144,4.04615384615385,2006,2018
"1859","Kyle Rau",161,15,17,31,0.6,207,7.425,2016,2019
"1860","Kyle Rossiter",132,14,20,33,8.3,147,10.2666666666667,2002,2004
"1861","Kyle Turris",740,165,243,408,41.8,1561,10.2363636363636,2008,2019
"1862","Kyle Wanvig",226,52,69,119,12.9,430,8.54,2003,2008
"1863","Kyle Wellwood",529,98,146,244,22.5,686,14.3555555555556,2004,2013
"1864","Kyle Wilson",167,17,24,41,2.3,209,8.3,2010,2012
"1865","Ladislav Benysek",198,7,22,29,7.3,151,4.26666666666667,2001,2003
"1866","Ladislav Kohn",354,49,67,116,9,658,7.2,1999,2003
"1867","Ladislav Nagy",518,117,213,330,34.4,1066,9.62222222222222,2000,2008
"1868","Ladislav Smid",583,12,60,72,15.1,365,2.73,2007,2016
"1869","Lance Bouma",420,47,57,104,7.4,485,7.77142857142857,2011,2018
"1870","Lance Pitlick",215,8,14,22,5.8,99,7.8,1999,2002
"1871","Lance Ward",209,4,12,16,2.7,134,2.1,2001,2004
"1872","Landon Ferraro",219,27,38,64,3.4,329,8.05,2014,2018
"1873","Landon Wilson",291,43,49,92,8.9,524,7.54285714285714,1999,2009
"1874","Lane MacDermid",166,13,42,54,9,246,5.36666666666667,2012,2014
"1875","Larry Murphy*",218,22,91,113,19.7,395,5.1,1999,2001
"1876","Lars Eller",731,120,151,271,23.2,1226,9.68,2010,2019
"1877","Lars Jonsson",78,14,25,39,5.6,117,11.8,2007,2007
"1878","Lasse Kukkonen",180,9,23,32,6.8,128,5.3,2004,2009
"1879","Lasse Pirjeta",228,36,56,93,9.2,370,10.65,2003,2006
"1880","Laurent Dauphin",185,31,33,63,5.7,344,6.825,2016,2019
"1881","Lauri Korpikoski",609,86,115,201,14.8,850,9.83333333333333,2009,2017
"1882","Lauri Tukonen",87,11,21,33,2.7,183,7.3,2007,2008
"1883","Lawrence Nycholat",247,18,29,49,8.3,262,6,2004,2009
"1884","Lawrence Pilut",33,1,5,6,0.9,37,2.7,2019,2019
"1885","Lawson Crouse",233,34,61,96,8.8,347,9.3,2017,2019
"1886","Layne Ulmer",55,6,19,25,1.8,90,6.7,2004,2004
"1887","Lee Goren",246,50,51,101,11.3,427,10.98,2001,2007
"1888","Lee Sorochan",125,3,9,13,2.6,74,4.35,1999,2000
"1889","Lee Stempniak",970,208,271,480,48,1907,10.8857142857143,2006,2019
"1890","Lee Sweatt",77,3,24,28,3.4,104,3.1,2011,2011
"1891","Len Barrie",120,14,32,46,4.1,109,12.6,2000,2001
"1892","Lennart Petrell",95,7,11,18,0.6,59,12.05,2012,2013
"1893","Leo Komarov",409,58,90,148,11.9,571,9.66666666666667,2013,2019
"1894","Leon Draisaitl",351,125,187,312,34.7,779,13.96,2015,2019
"1895","Liam O'Brien",178,34,51,87,9.1,311,9.46666666666667,2015,2018
"1896","Liam Reddox",205,21,32,53,1.7,314,6.55,2008,2011
"1897","Lias Andersson",122,27,30,57,6.1,181,11.15,2018,2019
"1898","Libor Hajek",59,2,17,19,3.1,62,2.9,2019,2019
"1899","Libor Pivko",84,21,31,51,6,189,11.1,2004,2004
"1900","Libor Sulak",39,2,2,4,1.3,27,7.5,2019,2019
"1901","Linden Vey",216,34,43,76,5.4,280,12.15,2014,2017
"1902","Linus Klasen",68,4,15,20,0.9,72,6.1,2011,2011
"1903","Linus Omark",189,28,45,72,4.9,254,10.3333333333333,2011,2014
"1904","Logan Brown",127,31,23,54,5.4,207,12.25,2018,2019
"1905","Logan Couture",663,240,267,507,62.9,1906,12.65,2010,2019
"1906","Logan O'Connor",66,7,12,20,1.3,92,8.3,2019,2019
"1907","Logan Shaw",180,12,19,31,0.9,236,5.26666666666667,2016,2018
"1908","Lonny Bohonos",57,10,14,25,2,74,13.3,1999,1999
"1909","Loui Eriksson",921,244,336,580,63.5,1868,12.3230769230769,2007,2019
"1910","Louie Belpedio",107,4,35,39,5.8,146,2.9,2018,2019
"1911","Louie DeBrusk",212,30,30,59,5.5,224,11.025,1999,2003
"1912","Louis Leblanc",70,8,5,13,0.8,87,9.4,2012,2014
"1913","Louis Robitaille",81,5,25,31,5.9,151,2.9,2006,2006
"1914","Lubomir Sekeras",291,19,69,88,18.2,306,5.7,2001,2004
"1915","Lubomir Vaic",50,15,20,34,3.5,129,11.5,2000,2000
"1916","Lubomir Visnovsky",954,130,379,509,90.1,1592,7.68,2001,2015
"1917","Lubos Bartecko",257,46,65,111,11.6,313,14.22,1999,2003
"1918","Luc Bourdon",67,3,3,6,2.7,76,4.95,2007,2008
"1919","Luc Robitaille*",622,206,235,441,51,1595,12.5375,1999,2006
"1920","Luca Caputi",163,23,36,58,5,268,8.33333333333333,2009,2011
"1921","Luca Sbisa",620,33,118,150,27.9,667,4.30909090909091,2009,2019
"1922","Lucas Lessio",157,27,36,62,5.6,254,8.86666666666667,2014,2016
"1923","Lucas Wallmark",211,18,42,60,4.8,296,5.83333333333333,2017,2019
"1924","Lukas Kaspar",114,21,19,40,3.2,185,8.2,2008,2009
"1925","Lukas Krajicek",417,11,67,78,14.4,420,2.7,2002,2010
"1926","Lukas Radil",36,7,4,11,1.3,40,17.5,2019,2019
"1927","Lukas Sedlak",162,15,12,27,2,150,9.86666666666667,2017,2019
"1928","Luke Adam",287,53,56,112,11.3,445,10.66,2011,2015
"1929","Luke Gazdic",218,29,40,68,5.8,284,7.5,2014,2017
"1930","Luke Glendening",440,45,57,102,4.7,512,8.11666666666667,2014,2019
"1931","Luke Johnson",82,9,14,23,1.8,103,8.7,2019,2019
"1932","Luke Kunin",131,34,79,107,11.4,329,9.95,2018,2019
"1933","Luke Richardson",750,12,79,91,24.7,520,2.23636363636364,1999,2009
"1934","Luke Schenn",734,30,115,145,26.7,897,3.16363636363636,2009,2019
"1935","Luke Sellars",70,1,19,21,3.6,87,1.2,2002,2002
"1936","Luke Witkowski",214,6,43,49,7.6,204,1.98,2015,2019
"1937","Lyle Odelein",541,26,103,129,23.5,581,4.3875,1999,2006
"1938","Lynn Loyns",229,59,68,124,12.2,412,14.2333333333333,2003,2006
"1939","MacGregor Sharp",58,12,24,36,3.6,149,8,2010,2010
"1940","Mackenzie MacEachern",29,3,2,5,0.4,33,9.1,2019,2019
"1941","MacKenzie Weegar",188,6,25,31,6.2,194,2.83333333333333,2017,2019
"1942","Madison Bowey",101,2,20,22,3.1,95,2.1,2018,2019
"1943","Magnus Arvedson",373,89,110,199,23.8,619,14.95,1999,2004
"1944","Magnus Johansson",45,0,14,14,1.7,37,0,2008,2008
"1945","Magnus Paajarvi",538,81,87,168,13.3,987,8.52222222222222,2011,2019
"1946","Maksim Mayorov",272,57,72,126,13.9,525,10.65,2009,2012
"1947","Manny Malhotra",1045,124,192,316,23.4,1247,9.39411764705882,1999,2015
"1948","Marc-Andre Bergeron",625,99,206,307,53.8,1141,7.78181818181818,2003,2013
"1949","Marc-Andre Bourdon",45,4,3,7,1.9,45,8.9,2012,2012
"1950","Marc-Andre Cliche",231,15,38,54,4.1,293,3.93333333333333,2010,2015
"1951","Marc-Andre Gragnani",364,43,78,122,14.3,484,7.93333333333333,2008,2016
"1952","Marc-Edouard Vlasic",965,67,244,311,74.7,1367,4.83076923076923,2007,2019
"1953","Marc Bergevin",332,6,31,37,11.6,176,3.9,1999,2004
"1954","Marc Bureau",134,7,11,18,0,103,6.8,1999,2000
"1955","Marc Chouinard",400,42,54,96,7,413,10.5285714285714,2001,2007
"1956","Marc Methot",808,33,151,186,42.5,837,3.75384615384615,2007,2019
"1957","Marc Moro",133,12,34,45,6.2,205,3.8,2000,2002
"1958","Marc Pouliot",355,75,112,187,19.5,724,8.67142857142857,2006,2012
"1959","Marc Rodgers",21,1,1,2,-0.1,17,5.9,2000,2000
"1960","Marc Savard",850,220,530,750,74,2076,10.2230769230769,1999,2011
"1961","Marc Staal",840,41,136,177,45,925,4.69166666666667,2008,2019
"1962","Marcel Goc",636,75,113,188,13.1,995,7.38,2006,2015
"1963","Marcel Hossa",325,41,38,80,4.6,480,8.46666666666667,2002,2008
"1964","Marcel Mueller",71,6,6,12,0,79,6.5,2011,2011
"1965","Marco Scandella",624,44,109,153,32.4,907,4.77777777777778,2011,2019
"1966","Marco Sturm",996,247,244,493,54.8,2162,10.5571428571429,1999,2012
"1967","Marcus Foligno",540,64,94,158,12,608,10.5875,2012,2019
"1968","Marcus Johansson",588,120,214,334,33.4,895,13.3333333333333,2011,2019
"1969","Marcus Kruger",569,47,99,146,7.9,690,6.24444444444444,2011,2019
"1970","Marcus Nilson",735,116,185,302,27.1,1218,9.31,1999,2008
"1971","Marcus Pettersson",106,3,26,29,6.2,103,4.3,2018,2019
"1972","Marcus Ragnarsson",413,21,75,96,26.1,450,4.8,1999,2004
"1973","Marcus Sorensen",169,27,16,43,3.2,182,14.9,2017,2019
"1974","Marek Hrivik",120,12,6,19,0.3,127,8.53333333333333,2016,2018
"1975","Marek Malik",714,39,141,180,47.3,692,5.21818181818182,1999,2009
"1976","Marek Posmyk",83,7,11,20,2.1,111,10.9,2000,2001
"1977","Marek Svatos",410,111,83,195,22,854,12.2142857142857,2004,2011
"1978","Marek Zidlicky",909,94,335,429,73,1372,6.93846153846154,2004,2016
"1979","Marian Cisar",224,68,92,162,18.5,564,12.1333333333333,2000,2002
"1980","Marian Gaborik",1170,444,446,889,116.4,3562,12.0888888888889,2001,2018
"1981","Marian Hossa",1381,535,627,1162,146.6,4318,12.4105263157895,1999,2017
"1982","Mario Bliznak",100,15,23,38,3.6,117,11,2010,2011
"1983","Mario Kempe",134,22,50,72,6.7,240,8.45,2018,2019
"1984","Mario Larocque",71,7,16,23,3.4,131,4.8,1999,1999
"1985","Mario Lemieux*",205,79,145,224,23.2,590,11.68,2001,2006
"1986","Mariusz Czerkawski",548,158,167,324,34.7,1355,11.225,1999,2006
"1987","Mark Alt",185,19,67,85,15.9,319,5.36666666666667,2015,2019
"1988","Mark Arcobello",244,38,80,117,10.4,434,8.65,2013,2016
"1989","Mark Barberio",354,20,57,77,17.1,380,5.4,2013,2019
"1990","Mark Bell",663,131,168,300,27.6,1242,10.4111111111111,2001,2012
"1991","Mark Borowiecki",440,14,53,68,12.2,407,3.175,2012,2019
"1992","Mark Cullen",131,18,28,46,4.6,165,10.7333333333333,2006,2012
"1993","Mark Cundari",127,16,26,42,8.6,195,8.6,2013,2014
"1994","Mark Eaton",725,26,67,93,27.9,562,4.3,2000,2013
"1995","Mark Fayne",454,23,59,83,21.5,536,4.07142857142857,2011,2017
"1996","Mark Fistric",381,13,56,69,16.8,285,2.375,2008,2015
"1997","Mark Flood",93,4,8,12,3,81,6,2010,2012
"1998","Mark Fraser",309,9,45,54,14.3,240,4.17142857142857,2007,2015
"1999","Mark Friedman",53,7,9,15,3.4,89,7.1,2019,2019
"2000","Mark Giordano",860,129,325,454,87.4,1751,7.06923076923077,2006,2019
"2001","Mark Greig",231,52,41,92,8.7,448,10.55,1999,2003
"2002","Mark Hartigan",246,44,59,104,10.5,340,14.05,2002,2008
"2003","Mark Jankowski",187,33,30,63,5,264,11,2017,2019
"2004","Mark Janssens",124,1,6,7,-1.8,56,1.23333333333333,1999,2001
"2005","Mark Katic",36,0,5,5,1,23,0,2011,2011
"2006","Mark Lawrence",125,18,25,43,2.7,153,9.43333333333333,1999,2001
"2007","Mark Letestu",638,108,135,243,21.1,979,11.02,2010,2019
"2008","Mark Mancari",312,63,95,159,18.2,632,9.56,2007,2012
"2009","Mark McNeill",107,22,28,50,4.9,166,13.8,2016,2017
"2010","Mark Messier*",402,97,178,275,23.2,649,14.5833333333333,1999,2004
"2011","Mark Mowers",440,94,122,217,22.9,766,9.9375,1999,2008
"2012","Mark Olver",121,22,27,49,4.7,185,13.2333333333333,2011,2013
"2013","Mark Parrish",869,252,213,464,52,1597,15.7384615384615,1999,2011
"2014","Mark Popovic",202,5,21,25,3.2,161,3.2,2004,2010
